Date,Symbol,TradeType,EntryTime,EntryPrice,ExitTime,ExitPrice,PnL,ExitReason
08-02-2024,APOLLOHOSP,Buy,14:40:00,6334.85,14:45:00,6245.7,-89.15,Stop Loss Hit
09-02-2024,APOLLOHOSP,Buy,09:40:00,6302.85,10:00:00,6245.35,-57.5,Stop Loss Hit
12-02-2024,APOLLOHOSP,Buy,09:35:00,6504.8,09:50:00,6555.2,50.4,Target Hit
13-02-2024,APOLLOHOSP,Buy,09:20:00,6648.75,09:40:00,6682.4,33.65,Target Hit
15-02-2024,APOLLOHOSP,Sell,09:20:00,6726.1,10:00:00,6684.35,41.75,Target Hit
16-02-2024,APOLLOHOSP,Sell,09:30:00,6561.6,12:25:00,6579.1,-17.5,Stop Loss Hit
19-02-2024,APOLLOHOSP,Sell,09:25:00,6564.65,09:50:00,6524,40.65,Target Hit
19-02-2024,APOLLOHOSP,Buy,11:10:00,6620.05,11:35:00,6603.35,-16.7,Stop Loss Hit
20-02-2024,APOLLOHOSP,Buy,09:30:00,6724.95,09:50:00,6703.5,-21.45,Stop Loss Hit
21-02-2024,APOLLOHOSP,Buy,10:15:00,6794.8,10:25:00,6776.2,-18.6,Stop Loss Hit
22-02-2024,APOLLOHOSP,Buy,09:20:00,6841.05,09:35:00,6817,-24.05,Stop Loss Hit
22-02-2024,APOLLOHOSP,Sell,10:00:00,6740,11:10:00,6763.45,-23.45,Stop Loss Hit
23-02-2024,APOLLOHOSP,Buy,10:05:00,6784.2,10:25:00,6763.85,-20.35,Stop Loss Hit
23-02-2024,APOLLOHOSP,Sell,10:40:00,6730.1,10:50:00,6750.7,-20.6,Stop Loss Hit
26-02-2024,APOLLOHOSP,Sell,09:45:00,6747.1,10:35:00,6704.15,42.95,Target Hit
27-02-2024,APOLLOHOSP,Buy,09:30:00,6620,12:30:00,6655.25,35.25,Target Hit
28-02-2024,APOLLOHOSP,Sell,10:05:00,6507,10:50:00,6464.65,42.35,Target Hit
29-02-2024,APOLLOHOSP,Sell,10:00:00,6276,10:20:00,6230.5,45.5,Target Hit
04-03-2024,APOLLOHOSP,Sell,09:20:00,6101.05,09:25:00,6070,31.05,Target Hit
05-03-2024,APOLLOHOSP,Buy,09:20:00,6100,09:25:00,6067.35,-32.65,Stop Loss Hit
05-03-2024,APOLLOHOSP,Sell,12:10:00,6000.5,13:30:00,6022,-21.5,Stop Loss Hit
06-03-2024,APOLLOHOSP,Buy,10:10:00,6028.2,11:35:00,6010.55,-17.65,Stop Loss Hit
07-03-2024,APOLLOHOSP,Buy,10:00:00,6126.8,10:10:00,6105.35,-21.45,Stop Loss Hit
07-03-2024,APOLLOHOSP,Sell,12:05:00,6060.05,12:30:00,6076,-15.95,Stop Loss Hit
11-03-2024,APOLLOHOSP,Sell,11:10:00,6044.6,11:25:00,6091.7,-47.1,Stop Loss Hit
11-03-2024,APOLLOHOSP,Buy,11:30:00,6123,11:45:00,6106.65,-16.35,Stop Loss Hit
12-03-2024,APOLLOHOSP,Buy,09:30:00,6271,09:35:00,6247.2,-23.8,Stop Loss Hit
12-03-2024,APOLLOHOSP,Sell,09:50:00,6186.1,10:45:00,6147.4,38.7,Target Hit
13-03-2024,APOLLOHOSP,Sell,10:00:00,6106.6,10:10:00,6123,-16.4,Stop Loss Hit
14-03-2024,APOLLOHOSP,Buy,09:20:00,6075,09:50:00,6057,-18,Stop Loss Hit
15-03-2024,APOLLOHOSP,Sell,14:30:00,5955.3,14:35:00,5977.55,-22.25,Stop Loss Hit
18-03-2024,APOLLOHOSP,Buy,09:25:00,6055.15,09:30:00,6034.4,-20.75,Stop Loss Hit
19-03-2024,APOLLOHOSP,Sell,09:20:00,6047.9,09:50:00,6075.05,-27.15,Stop Loss Hit
19-03-2024,APOLLOHOSP,Buy,14:30:00,6112.05,15:15:00,6115.5,3.45,Time Exit
20-03-2024,APOLLOHOSP,Buy,09:40:00,6160.05,09:50:00,6141,-19.05,Stop Loss Hit
20-03-2024,APOLLOHOSP,Sell,10:10:00,6100.55,10:50:00,6123.3,-22.75,Stop Loss Hit
21-03-2024,APOLLOHOSP,Sell,09:20:00,6160.1,09:35:00,6127.45,32.65,Target Hit
22-03-2024,APOLLOHOSP,Buy,09:30:00,6247.7,09:50:00,6285.95,38.25,Target Hit
26-03-2024,APOLLOHOSP,Buy,09:20:00,6460,09:25:00,6413.05,-46.95,Stop Loss Hit
26-03-2024,APOLLOHOSP,Sell,12:25:00,6368.45,12:45:00,6328.25,40.2,Target Hit
27-03-2024,APOLLOHOSP,Sell,09:20:00,6304.1,09:50:00,6268.5,35.6,Target Hit
28-03-2024,APOLLOHOSP,Sell,09:20:00,6123.85,09:30:00,6144.65,-20.8,Stop Loss Hit
28-03-2024,APOLLOHOSP,Buy,10:05:00,6269.5,10:35:00,6321.1,51.6,Target Hit
01-04-2024,APOLLOHOSP,Buy,09:30:00,6472,09:45:00,6509.6,37.6,Target Hit
02-01-2024,APOLLOTYRE,Buy,09:35:00,455,09:55:00,451.5,-3.5,Stop Loss Hit
02-01-2024,APOLLOTYRE,Sell,10:25:00,449.45,10:30:00,450.9,-1.45,Stop Loss Hit
03-01-2024,APOLLOTYRE,Buy,11:45:00,458.05,12:20:00,455.85,-2.2,Stop Loss Hit
04-01-2024,APOLLOTYRE,Sell,09:35:00,457.2,10:15:00,453.25,3.95,Target Hit
05-01-2024,APOLLOTYRE,Buy,09:20:00,454.05,10:00:00,458.2,4.15,Target Hit
08-01-2024,APOLLOTYRE,Sell,09:25:00,458.55,09:45:00,456.25,2.3,Target Hit
09-01-2024,APOLLOTYRE,Buy,09:20:00,467.9,09:40:00,464.1,-3.8,Stop Loss Hit
10-01-2024,APOLLOTYRE,Sell,09:20:00,465.7,09:40:00,467.1,-1.4,Stop Loss Hit
11-01-2024,APOLLOTYRE,Buy,09:20:00,471.8,12:20:00,470.2,-1.6,Stop Loss Hit
11-01-2024,APOLLOTYRE,Sell,14:10:00,467.6,14:30:00,469.1,-1.5,Stop Loss Hit
12-01-2024,APOLLOTYRE,Sell,09:20:00,465.95,11:15:00,467.15,-1.2,Stop Loss Hit
15-01-2024,APOLLOTYRE,Sell,09:25:00,469.6,11:55:00,471.35,-1.75,Stop Loss Hit
15-01-2024,APOLLOTYRE,Buy,14:30:00,472.1,15:15:00,472.45,0.35,Time Exit
16-01-2024,APOLLOTYRE,Buy,09:20:00,475.3,09:40:00,471.55,-3.75,Stop Loss Hit
16-01-2024,APOLLOTYRE,Sell,12:45:00,469.7,13:05:00,467.15,2.55,Target Hit
17-01-2024,APOLLOTYRE,Buy,09:30:00,474.65,09:45:00,472.65,-2,Stop Loss Hit
18-01-2024,APOLLOTYRE,Buy,09:20:00,480.1,09:25:00,478.6,-1.5,Stop Loss Hit
18-01-2024,APOLLOTYRE,Sell,09:45:00,469.95,10:05:00,474.15,-4.2,Stop Loss Hit
19-01-2024,APOLLOTYRE,Sell,09:30:00,495.3,10:15:00,497,-1.7,Stop Loss Hit
19-01-2024,APOLLOTYRE,Buy,14:35:00,504.05,15:00:00,502.75,-1.3,Stop Loss Hit
20-01-2024,APOLLOTYRE,Buy,11:30:00,510.4,11:55:00,514.85,4.45,Target Hit
23-01-2024,APOLLOTYRE,Buy,09:30:00,531.85,09:35:00,526.9,-4.95,Stop Loss Hit
23-01-2024,APOLLOTYRE,Sell,10:00:00,523,10:45:00,520.35,2.65,Target Hit
24-01-2024,APOLLOTYRE,Sell,09:25:00,510.45,09:30:00,512.15,-1.7,Stop Loss Hit
24-01-2024,APOLLOTYRE,Buy,10:15:00,516.25,10:30:00,519.4,3.15,Target Hit
25-01-2024,APOLLOTYRE,Sell,10:35:00,519,11:05:00,515.7,3.3,Target Hit
29-01-2024,APOLLOTYRE,Buy,09:25:00,521.5,10:50:00,520.05,-1.45,Stop Loss Hit
30-01-2024,APOLLOTYRE,Buy,12:10:00,533.55,12:25:00,536.65,3.1,Target Hit
31-01-2024,APOLLOTYRE,Buy,09:20:00,543,09:35:00,540.5,-2.5,Stop Loss Hit
31-01-2024,APOLLOTYRE,Sell,12:45:00,528.75,12:50:00,530.5,-1.75,Stop Loss Hit
01-02-2024,APOLLOTYRE,Sell,09:30:00,539.5,09:35:00,541.05,-1.55,Stop Loss Hit
05-02-2024,APOLLOTYRE,Buy,09:20:00,544.3,09:35:00,547.4,3.1,Target Hit
06-02-2024,APOLLOTYRE,Buy,13:20:00,553.95,14:50:00,552.25,-1.7,Stop Loss Hit
07-02-2024,APOLLOTYRE,Sell,09:25:00,552.75,09:45:00,549.45,3.3,Target Hit
08-02-2024,APOLLOTYRE,Sell,09:20:00,547.6,09:25:00,554.6,-7,Stop Loss Hit
09-02-2024,APOLLOTYRE,Sell,10:45:00,511.7,10:55:00,508.85,2.85,Target Hit
12-02-2024,APOLLOTYRE,Sell,10:25:00,509.95,10:30:00,512,-2.05,Stop Loss Hit
13-02-2024,APOLLOTYRE,Sell,09:25:00,510.65,09:55:00,513.5,-2.85,Stop Loss Hit
13-02-2024,APOLLOTYRE,Buy,10:10:00,516.65,11:15:00,515.05,-1.6,Stop Loss Hit
14-02-2024,APOLLOTYRE,Buy,10:15:00,508.6,10:20:00,507.15,-1.45,Stop Loss Hit
15-02-2024,APOLLOTYRE,Sell,09:40:00,518.85,09:45:00,520.2,-1.35,Stop Loss Hit
15-02-2024,APOLLOTYRE,Buy,13:15:00,524.5,13:35:00,522.95,-1.55,Stop Loss Hit
16-02-2024,APOLLOTYRE,Buy,09:20:00,527.3,09:45:00,525,-2.3,Stop Loss Hit
19-02-2024,APOLLOTYRE,Sell,09:20:00,527.3,09:25:00,530.2,-2.9,Stop Loss Hit
19-02-2024,APOLLOTYRE,Buy,10:40:00,534.3,14:45:00,532.15,-2.15,Stop Loss Hit
20-02-2024,APOLLOTYRE,Sell,09:20:00,529.6,09:40:00,525.5,4.1,Target Hit
21-02-2024,APOLLOTYRE,Buy,10:05:00,523.1,11:20:00,520.55,-2.55,Stop Loss Hit
21-02-2024,APOLLOTYRE,Sell,15:00:00,515.85,15:05:00,517.5,-1.65,Stop Loss Hit
22-02-2024,APOLLOTYRE,Sell,09:25:00,514.75,09:35:00,516.5,-1.75,Stop Loss Hit
22-02-2024,APOLLOTYRE,Buy,13:50:00,520.25,14:50:00,523.1,2.85,Target Hit
23-02-2024,APOLLOTYRE,Sell,10:25:00,521.7,10:40:00,523.55,-1.85,Stop Loss Hit
23-02-2024,APOLLOTYRE,Buy,13:00:00,526.95,13:25:00,525.15,-1.8,Stop Loss Hit
26-02-2024,APOLLOTYRE,Buy,09:20:00,525,09:50:00,521.7,-3.3,Stop Loss Hit
26-02-2024,APOLLOTYRE,Sell,10:40:00,520.3,11:05:00,522.8,-2.5,Stop Loss Hit
27-02-2024,APOLLOTYRE,Sell,09:35:00,526.1,10:20:00,523,3.1,Target Hit
28-02-2024,APOLLOTYRE,Sell,09:50:00,517.85,10:05:00,520.1,-2.25,Stop Loss Hit
29-02-2024,APOLLOTYRE,Buy,09:25:00,509.95,09:50:00,507.8,-2.15,Stop Loss Hit
01-03-2024,APOLLOTYRE,Buy,12:00:00,524.85,12:25:00,527.7,2.85,Target Hit
02-03-2024,APOLLOTYRE,Sell,09:20:00,530,11:30:00,532.8,-2.8,Stop Loss Hit
02-03-2024,APOLLOTYRE,Buy,11:30:00,532.8,11:45:00,531.1,-1.7,Stop Loss Hit
04-03-2024,APOLLOTYRE,Sell,09:20:00,530.5,09:55:00,527.6,2.9,Target Hit
04-03-2024,APOLLOTYRE,Buy,15:00:00,535.65,15:15:00,535.2,-0.45,Time Exit
05-03-2024,APOLLOTYRE,Buy,09:20:00,540.1,09:35:00,543.65,3.55,Target Hit
06-03-2024,APOLLOTYRE,Sell,09:45:00,535.1,09:55:00,530.15,4.95,Target Hit
07-03-2024,APOLLOTYRE,Sell,13:30:00,521.6,14:05:00,518,3.6,Target Hit
11-03-2024,APOLLOTYRE,Sell,09:20:00,511.7,09:45:00,508.55,3.15,Target Hit
12-03-2024,APOLLOTYRE,Buy,09:20:00,509.5,09:25:00,506.1,-3.4,Stop Loss Hit
12-03-2024,APOLLOTYRE,Sell,10:35:00,503.5,11:00:00,504.95,-1.45,Stop Loss Hit
13-03-2024,APOLLOTYRE,Sell,09:25:00,506.6,09:35:00,500.7,5.9,Target Hit
14-03-2024,APOLLOTYRE,Buy,09:20:00,495.35,09:50:00,493.95,-1.4,Stop Loss Hit
15-03-2024,APOLLOTYRE,Sell,09:35:00,494.55,09:50:00,491.5,3.05,Target Hit
18-03-2024,APOLLOTYRE,Sell,09:30:00,468.35,09:35:00,469.7,-1.35,Stop Loss Hit
20-03-2024,APOLLOTYRE,Sell,09:25:00,448.6,09:40:00,446.05,2.55,Target Hit
21-03-2024,APOLLOTYRE,Buy,09:45:00,459.3,14:30:00,461.7,2.4,Target Hit
22-03-2024,APOLLOTYRE,Sell,09:25:00,458.8,10:15:00,462,-3.2,Stop Loss Hit
22-03-2024,APOLLOTYRE,Buy,10:25:00,463.6,10:40:00,460.95,-2.65,Stop Loss Hit
26-03-2024,APOLLOTYRE,Sell,09:40:00,467.05,10:00:00,468.25,-1.2,Stop Loss Hit
26-03-2024,APOLLOTYRE,Buy,10:50:00,470.6,13:30:00,473.1,2.5,Target Hit
27-03-2024,APOLLOTYRE,Sell,09:45:00,471.15,10:30:00,473.5,-2.35,Stop Loss Hit
28-03-2024,APOLLOTYRE,Sell,10:00:00,465.95,10:25:00,463.5,2.45,Target Hit
01-04-2024,APOLLOTYRE,Sell,09:20:00,468.25,09:35:00,469.75,-1.5,Stop Loss Hit
01-01-2024,ASHOKLEY,Buy,09:20:00,179.05,09:30:00,178.5,-0.55,Stop Loss Hit
02-01-2024,ASHOKLEY,Buy,09:25:00,183.8,09:40:00,183.25,-0.55,Stop Loss Hit
02-01-2024,ASHOKLEY,Sell,09:45:00,180.75,09:50:00,178.9,1.85,Target Hit
03-01-2024,ASHOKLEY,Sell,09:35:00,174,11:05:00,174.45,-0.45,Stop Loss Hit
04-01-2024,ASHOKLEY,Sell,09:35:00,175,10:05:00,175.7,-0.7,Stop Loss Hit
05-01-2024,ASHOKLEY,Sell,10:45:00,175.25,12:20:00,175.7,-0.45,Stop Loss Hit
08-01-2024,ASHOKLEY,Buy,09:20:00,176.55,09:30:00,175.3,-1.25,Stop Loss Hit
08-01-2024,ASHOKLEY,Sell,10:55:00,174.5,14:20:00,173.6,0.9,Target Hit
09-01-2024,ASHOKLEY,Sell,12:45:00,173.4,13:05:00,174,-0.6,Stop Loss Hit
10-01-2024,ASHOKLEY,Sell,09:25:00,170.35,09:30:00,171.2,-0.85,Stop Loss Hit
11-01-2024,ASHOKLEY,Sell,09:40:00,171.1,11:15:00,171.7,-0.6,Stop Loss Hit
12-01-2024,ASHOKLEY,Sell,09:20:00,171.2,13:35:00,171.7,-0.5,Stop Loss Hit
15-01-2024,ASHOKLEY,Sell,09:30:00,171.5,12:20:00,172.3,-0.8,Stop Loss Hit
16-01-2024,ASHOKLEY,Buy,09:25:00,172.7,09:55:00,172.15,-0.55,Stop Loss Hit
16-01-2024,ASHOKLEY,Sell,13:05:00,170.3,15:15:00,170.45,-0.15,Time Exit
17-01-2024,ASHOKLEY,Sell,10:35:00,166.8,11:15:00,167.25,-0.45,Stop Loss Hit
18-01-2024,ASHOKLEY,Sell,09:30:00,165.05,09:45:00,163.25,1.8,Target Hit
18-01-2024,ASHOKLEY,Buy,10:35:00,167.1,11:05:00,168.1,1,Target Hit
19-01-2024,ASHOKLEY,Sell,10:05:00,168.75,14:25:00,167.8,0.95,Target Hit
20-01-2024,ASHOKLEY,Buy,09:30:00,169.8,10:10:00,169.05,-0.75,Stop Loss Hit
23-01-2024,ASHOKLEY,Sell,09:20:00,168.9,09:25:00,169.5,-0.6,Stop Loss Hit
24-01-2024,ASHOKLEY,Buy,09:35:00,166.35,09:40:00,165.8,-0.55,Stop Loss Hit
24-01-2024,ASHOKLEY,Sell,12:00:00,163.5,12:55:00,164.15,-0.65,Stop Loss Hit
25-01-2024,ASHOKLEY,Buy,09:35:00,167.75,09:40:00,166.75,-1,Stop Loss Hit
25-01-2024,ASHOKLEY,Sell,10:35:00,165.45,13:30:00,164.1,1.35,Target Hit
29-01-2024,ASHOKLEY,Buy,09:40:00,166.15,11:25:00,167.05,0.9,Target Hit
30-01-2024,ASHOKLEY,Sell,09:20:00,168.95,11:05:00,168.1,0.85,Target Hit
31-01-2024,ASHOKLEY,Buy,09:25:00,168.15,10:10:00,169.05,0.9,Target Hit
01-02-2024,ASHOKLEY,Sell,09:20:00,170.25,09:55:00,170.75,-0.5,Stop Loss Hit
02-02-2024,ASHOKLEY,Buy,10:05:00,168.9,10:15:00,170.05,1.15,Target Hit
05-02-2024,ASHOKLEY,Buy,09:25:00,171.25,09:35:00,170.7,-0.55,Stop Loss Hit
05-02-2024,ASHOKLEY,Sell,10:00:00,169.5,10:30:00,168.6,0.9,Target Hit
06-02-2024,ASHOKLEY,Sell,10:05:00,177.25,10:20:00,175.85,1.4,Target Hit
07-02-2024,ASHOKLEY,Sell,09:20:00,174.65,09:25:00,175.3,-0.65,Stop Loss Hit
08-02-2024,ASHOKLEY,Sell,09:25:00,172.6,09:30:00,171,1.6,Target Hit
09-02-2024,ASHOKLEY,Sell,09:30:00,168.5,09:50:00,167.05,1.45,Target Hit
12-02-2024,ASHOKLEY,Sell,09:45:00,167.1,09:50:00,167.55,-0.45,Stop Loss Hit
13-02-2024,ASHOKLEY,Sell,09:25:00,165.85,09:55:00,166.95,-1.1,Stop Loss Hit
13-02-2024,ASHOKLEY,Buy,13:20:00,168.15,15:15:00,168,-0.15,Time Exit
14-02-2024,ASHOKLEY,Buy,09:25:00,166.45,09:30:00,165.75,-0.7,Stop Loss Hit
15-02-2024,ASHOKLEY,Sell,09:40:00,168.85,10:15:00,169.35,-0.5,Stop Loss Hit
15-02-2024,ASHOKLEY,Buy,10:30:00,170.45,10:40:00,169.9,-0.55,Stop Loss Hit
16-02-2024,ASHOKLEY,Buy,09:20:00,170.05,10:00:00,171,0.95,Target Hit
16-02-2024,ASHOKLEY,Sell,15:15:00,169.05,15:20:00,168.15,0.9,Target Hit
19-02-2024,ASHOKLEY,Sell,12:20:00,167.5,13:35:00,168.4,-0.9,Stop Loss Hit
20-02-2024,ASHOKLEY,Buy,09:25:00,168.35,09:30:00,167.75,-0.6,Stop Loss Hit
20-02-2024,ASHOKLEY,Sell,14:00:00,167.25,15:00:00,168,-0.75,Stop Loss Hit
21-02-2024,ASHOKLEY,Buy,09:20:00,171.9,09:25:00,171.05,-0.85,Stop Loss Hit
21-02-2024,ASHOKLEY,Sell,09:50:00,168.1,09:55:00,169.25,-1.15,Stop Loss Hit
22-02-2024,ASHOKLEY,Sell,09:20:00,164.9,09:30:00,163.95,0.95,Target Hit
22-02-2024,ASHOKLEY,Buy,15:05:00,168.15,15:15:00,167.85,-0.3,Time Exit
23-02-2024,ASHOKLEY,Sell,09:20:00,167.2,09:35:00,167.85,-0.65,Stop Loss Hit
23-02-2024,ASHOKLEY,Buy,10:15:00,168.9,10:25:00,167.7,-1.2,Stop Loss Hit
26-02-2024,ASHOKLEY,Sell,09:50:00,167.9,10:00:00,166.95,0.95,Target Hit
26-02-2024,ASHOKLEY,Buy,13:05:00,169.65,13:45:00,170.55,0.9,Target Hit
27-02-2024,ASHOKLEY,Sell,11:50:00,168.4,12:55:00,168.85,-0.45,Stop Loss Hit
28-02-2024,ASHOKLEY,Sell,09:30:00,168.45,10:50:00,167.45,1,Target Hit
29-02-2024,ASHOKLEY,Buy,09:30:00,164.85,09:40:00,164.3,-0.55,Stop Loss Hit
29-02-2024,ASHOKLEY,Sell,14:30:00,162.95,14:35:00,163.55,-0.6,Stop Loss Hit
01-03-2024,ASHOKLEY,Buy,14:55:00,168.05,15:00:00,166.9,-1.15,Stop Loss Hit
02-03-2024,ASHOKLEY,Sell,09:20:00,167.1,12:20:00,167.6,-0.5,Stop Loss Hit
04-03-2024,ASHOKLEY,Sell,09:20:00,166.85,10:15:00,167.75,-0.9,Stop Loss Hit
04-03-2024,ASHOKLEY,Buy,10:25:00,168.5,10:55:00,167.9,-0.6,Stop Loss Hit
05-03-2024,ASHOKLEY,Buy,09:20:00,168.25,09:35:00,167.75,-0.5,Stop Loss Hit
06-03-2024,ASHOKLEY,Sell,09:30:00,165.7,09:55:00,164.75,0.95,Target Hit
07-03-2024,ASHOKLEY,Buy,09:25:00,166.5,15:15:00,166.05,-0.45,Stop Loss Hit
11-03-2024,ASHOKLEY,Sell,10:25:00,166.4,12:10:00,165.45,0.95,Target Hit
12-03-2024,ASHOKLEY,Sell,09:20:00,164.05,09:25:00,162.95,1.1,Target Hit
13-03-2024,ASHOKLEY,Sell,09:20:00,161.6,09:25:00,160.7,0.9,Target Hit
14-03-2024,ASHOKLEY,Buy,09:20:00,156.6,09:55:00,157.55,0.95,Target Hit
15-03-2024,ASHOKLEY,Sell,10:05:00,156.85,10:25:00,155.8,1.05,Target Hit
18-03-2024,ASHOKLEY,Sell,09:30:00,156.3,09:35:00,156.8,-0.5,Stop Loss Hit
19-03-2024,ASHOKLEY,Sell,09:50:00,156.4,10:55:00,155.6,0.8,Target Hit
20-03-2024,ASHOKLEY,Sell,09:40:00,156.25,09:45:00,157.05,-0.8,Stop Loss Hit
21-03-2024,ASHOKLEY,Buy,09:55:00,158.85,11:30:00,159.65,0.8,Target Hit
22-03-2024,ASHOKLEY,Buy,09:25:00,162.35,09:50:00,161.85,-0.5,Stop Loss Hit
22-03-2024,ASHOKLEY,Sell,15:05:00,161.2,15:15:00,161.85,-0.65,Stop Loss Hit
26-03-2024,ASHOKLEY,Buy,09:20:00,164,09:30:00,162.85,-1.15,Stop Loss Hit
27-03-2024,ASHOKLEY,Sell,09:40:00,164.45,10:00:00,165.05,-0.6,Stop Loss Hit
27-03-2024,ASHOKLEY,Buy,11:10:00,165.55,14:05:00,164.95,-0.6,Stop Loss Hit
28-03-2024,ASHOKLEY,Buy,10:05:00,165.95,11:40:00,166.85,0.9,Target Hit
01-04-2024,ASHOKLEY,Buy,11:25:00,169.45,11:40:00,168.9,-0.55,Stop Loss Hit
01-01-2024,ASIANPAINT,Sell,09:35:00,3398,14:45:00,3408,-10,Stop Loss Hit
02-01-2024,ASIANPAINT,Sell,09:35:00,3367.15,10:30:00,3350.3,16.85,Target Hit
02-01-2024,ASIANPAINT,Buy,15:00:00,3396.95,15:15:00,3390.55,-6.4,Time Exit
03-01-2024,ASIANPAINT,Sell,10:20:00,3380.1,11:15:00,3391.35,-11.25,Stop Loss Hit
04-01-2024,ASIANPAINT,Buy,09:40:00,3383,14:55:00,3400.25,17.25,Target Hit
05-01-2024,ASIANPAINT,Sell,09:30:00,3367.4,10:00:00,3377.55,-10.15,Stop Loss Hit
08-01-2024,ASIANPAINT,Sell,09:40:00,3342.3,10:30:00,3355.25,-12.95,Stop Loss Hit
09-01-2024,ASIANPAINT,Sell,09:35:00,3296.25,12:00:00,3279.35,16.9,Target Hit
10-01-2024,ASIANPAINT,Sell,09:25:00,3267.5,11:30:00,3276,-8.5,Stop Loss Hit
11-01-2024,ASIANPAINT,Sell,10:05:00,3285.2,15:15:00,3288.9,-3.7,Time Exit
12-01-2024,ASIANPAINT,Sell,09:35:00,3254.25,11:05:00,3264,-9.75,Stop Loss Hit
15-01-2024,ASIANPAINT,Sell,09:40:00,3267.2,10:00:00,3284.25,-17.05,Stop Loss Hit
16-01-2024,ASIANPAINT,Buy,09:25:00,3295.8,09:55:00,3286.8,-9,Stop Loss Hit
17-01-2024,ASIANPAINT,Sell,10:35:00,3279,14:25:00,3257.85,21.15,Target Hit
19-01-2024,ASIANPAINT,Sell,10:50:00,3168.9,13:10:00,3177.7,-8.8,Stop Loss Hit
20-01-2024,ASIANPAINT,Sell,09:25:00,3166.75,09:50:00,3175.75,-9,Stop Loss Hit
23-01-2024,ASIANPAINT,Sell,09:20:00,3078.45,10:30:00,3088.6,-10.15,Stop Loss Hit
24-01-2024,ASIANPAINT,Sell,09:30:00,3002.25,11:35:00,2987,15.25,Target Hit
25-01-2024,ASIANPAINT,Sell,09:35:00,2993.35,10:50:00,2976.15,17.2,Target Hit
29-01-2024,ASIANPAINT,Buy,09:20:00,2975,11:30:00,2965.55,-9.45,Stop Loss Hit
30-01-2024,ASIANPAINT,Sell,09:20:00,2984.2,10:45:00,2968.2,16,Target Hit
31-01-2024,ASIANPAINT,Sell,12:40:00,2949.45,14:55:00,2957.8,-8.35,Stop Loss Hit
01-02-2024,ASIANPAINT,Sell,09:20:00,2957.8,10:15:00,2940,17.8,Target Hit
02-02-2024,ASIANPAINT,Buy,09:20:00,2956,10:00:00,2948,-8,Stop Loss Hit
02-02-2024,ASIANPAINT,Sell,10:35:00,2937.85,11:00:00,2949.15,-11.3,Stop Loss Hit
05-02-2024,ASIANPAINT,Buy,09:20:00,2960.05,10:10:00,2947.45,-12.6,Stop Loss Hit
05-02-2024,ASIANPAINT,Sell,10:15:00,2937.95,11:10:00,2947.95,-10,Stop Loss Hit
06-02-2024,ASIANPAINT,Buy,11:30:00,2933.7,12:10:00,2926.3,-7.4,Stop Loss Hit
07-02-2024,ASIANPAINT,Sell,09:30:00,2947,10:10:00,2954.75,-7.75,Stop Loss Hit
07-02-2024,ASIANPAINT,Buy,14:20:00,2996.05,14:25:00,2981.5,-14.55,Stop Loss Hit
08-02-2024,ASIANPAINT,Sell,09:25:00,2972.9,10:05:00,2957.5,15.4,Target Hit
09-02-2024,ASIANPAINT,Buy,09:40:00,2939,10:00:00,2929.55,-9.45,Stop Loss Hit
12-02-2024,ASIANPAINT,Sell,09:40:00,2935,11:25:00,2942.95,-7.95,Stop Loss Hit
13-02-2024,ASIANPAINT,Sell,09:25:00,2955,09:55:00,2962.4,-7.4,Stop Loss Hit
13-02-2024,ASIANPAINT,Buy,10:55:00,2970,14:20:00,2961.6,-8.4,Stop Loss Hit
14-02-2024,ASIANPAINT,Buy,14:50:00,2973.95,15:15:00,2977,3.05,Time Exit
15-02-2024,ASIANPAINT,Sell,11:30:00,2968.85,11:55:00,2976.55,-7.7,Stop Loss Hit
15-02-2024,ASIANPAINT,Buy,12:55:00,2989.85,14:10:00,3005,15.15,Target Hit
16-02-2024,ASIANPAINT,Sell,14:25:00,3016.2,14:40:00,3000.8,15.4,Target Hit
19-02-2024,ASIANPAINT,Sell,09:50:00,2992.9,10:00:00,3003.4,-10.5,Stop Loss Hit
20-02-2024,ASIANPAINT,Sell,09:50:00,2990.95,12:05:00,3001.35,-10.4,Stop Loss Hit
21-02-2024,ASIANPAINT,Buy,09:35:00,3018.95,10:20:00,3009.1,-9.85,Stop Loss Hit
21-02-2024,ASIANPAINT,Sell,10:50:00,3001.6,11:00:00,3009.55,-7.95,Stop Loss Hit
22-02-2024,ASIANPAINT,Buy,13:20:00,2986.85,13:35:00,3007.65,20.8,Target Hit
23-02-2024,ASIANPAINT,Sell,10:40:00,2969.75,10:50:00,2978.9,-9.15,Stop Loss Hit
28-02-2024,ASIANPAINT,Sell,09:25:00,2828.8,09:45:00,2809.5,19.3,Target Hit
29-02-2024,ASIANPAINT,Buy,11:00:00,2806.25,12:15:00,2821.15,14.9,Target Hit
01-03-2024,ASIANPAINT,Sell,09:25:00,2820.05,10:00:00,2827.9,-7.85,Stop Loss Hit
01-03-2024,ASIANPAINT,Buy,11:35:00,2837,14:30:00,2827.85,-9.15,Stop Loss Hit
04-03-2024,ASIANPAINT,Sell,09:20:00,2834.25,11:15:00,2841.85,-7.6,Stop Loss Hit
05-03-2024,ASIANPAINT,Sell,09:40:00,2819.25,11:50:00,2827,-7.75,Stop Loss Hit
